course_code,department,course_number,course_title,syllabus_link
SLAV 2970,SLAV,2970,Preliminary Examination Preparation,missing
SLAV 2990,SLAV,2990,Thesis Preparation,missing
SOC 0010,SOC,0010,Social Forces: An Introduction to Sociology,https://coursetools.brown.edu/syllabus/SOC:0010:2023-Spring:S01
SOC 0020,SOC,0020,Perspectives on Social Interaction: An Introduction to Social Psychology,https://coursetools.brown.edu/syllabus/SOC:0020:2023-Spring:S01
SOC 0300I,SOC,0300I,From Macro to Micro: Experiencing Education (In)equality in and beyond Schools,https://coursetools.brown.edu/syllabus/SOC:0300I:2023-Spring:S01
SOC 0300N,SOC,0300N,Social Inequality: Change and Continuity in the U.S.,https://coursetools.brown.edu/syllabus/SOC:0300N:2023-Spring:S01
SOC 0300R,SOC,0300R,The Sociology of Race,https://coursetools.brown.edu/syllabus/SOC:0300R:2023-Spring:S01
SOC 0310,SOC,0310,Theory and Practice of Engaged Scholarship,https://coursetools.brown.edu/syllabus/SOC:0310:2023-Spring:S01
SOC 1020,SOC,1020,Methods of Social Research,https://coursetools.brown.edu/syllabus/SOC:1020:2023-Spring:S01
SOC 1100,SOC,1100,Introductory Statistics for Social Research,https://coursetools.brown.edu/syllabus/SOC:1100:2023-Spring:S01
SOC 1116,SOC,1116,Criminal Courts and the Law in an Era of Mass Incarceration,https://coursetools.brown.edu/syllabus/SOC:1116:2023-Spring:S01
SOC 1118,SOC,1118,Context Research for Innovation,https://coursetools.brown.edu/syllabus/SOC:1118:2023-Spring:S01
SOC 1120,SOC,1120,Market and Social Surveys,https://coursetools.brown.edu/syllabus/SOC:1120:2023-Spring:S01
SOC 1270,SOC,1270,"Race, Class, and Ethnicity in the Modern World",https://coursetools.brown.edu/syllabus/SOC:1270:2023-Spring:S01
SOC 1281,SOC,1281,Migration in the Americas,https://coursetools.brown.edu/syllabus/SOC:1281:2023-Spring:S01
SOC 1490,SOC,1490,"Power, Knowledge and Justice in Global Social Change",https://coursetools.brown.edu/syllabus/SOC:1490:2023-Spring:S01
SOC 1870Z,SOC,1870Z,"Urban Sociology: Neighborhoods, Crime, and Punishment",https://coursetools.brown.edu/syllabus/SOC:1870Z:2023-Spring:S01
SOC 1871B,SOC,1871B,Sociological Perspectives on Poverty,https://coursetools.brown.edu/syllabus/SOC:1871B:2023-Spring:S01
SOC 1871Z,SOC,1871Z,"Martial Arts, Culture, and Society",https://coursetools.brown.edu/syllabus/SOC:1871Z:2023-Spring:S01
SOC 1872O,SOC,1872O,Critical Race Theory,https://coursetools.brown.edu/syllabus/SOC:1872O:2023-Spring:S01
SOC 1873T,SOC,1873T,Contemporary Social Theory,https://coursetools.brown.edu/syllabus/SOC:1873T:2023-Spring:S01
SOC 2020,SOC,2020,Multivariate Statistical Methods II,https://coursetools.brown.edu/syllabus/SOC:2020:2023-Spring:S01
SOC 2050,SOC,2050,Contemporary Sociology,https://coursetools.brown.edu/syllabus/SOC:2050:2023-Spring:S01
SOC 2210,SOC,2210,Qualitative Methods,https://coursetools.brown.edu/syllabus/SOC:2210:2023-Spring:S01
SOC 2230,SOC,2230,Techniques of Demographic Analysis,https://coursetools.brown.edu/syllabus/SOC:2230:2023-Spring:S01
SOC 2510,SOC,2510,Teaching Practicum in Sociology,missing
SOC 2610,SOC,2610,Spatial Thinking in Social Science,https://coursetools.brown.edu/syllabus/SOC:2610:2023-Spring:S01
SOC 2960O,SOC,2960O,Sociology Of Race and Education,missing
SOC 2960S,SOC,2960S,Statistical Methods for Hierarchical and Panel Data,https://coursetools.brown.edu/syllabus/SOC:2960S:2023-Spring:S01
SOC 2960Z,SOC,2960Z,Social Theory Now,missing
SOC 2961B,SOC,2961B,Applications in Geographic Information Systems,https://coursetools.brown.edu/syllabus/SOC:2961B:2023-Spring:S01
SOC 2970,SOC,2970,Preliminary Examination Preparation,missing
SOC 2990,SOC,2990,Dissertation Preparation,missing
STS 0192N,STS,0192N,"Self-Help, Science, and the Pursuit of Happiness",https://coursetools.brown.edu/syllabus/STS:0192N:2023-Spring:S01
STS 0271A,STS,0271A,Severed Selves: Victorian Horror and Science Fiction (ENGL 0511P),https://coursetools.brown.edu/syllabus/STS:0271A:2023-Spring:S01
STS 0380,STS,0380,A Global History of the Atomic Age (HIST0276).,https://coursetools.brown.edu/syllabus/STS:0380:2023-Spring:S01
STS 0384,STS,0384,History of Medicine I: Medical Traditions in the Old World Before 1700 (HIST 0286A),https://coursetools.brown.edu/syllabus/STS:0384:2023-Spring:S01
STS 0470B,STS,0470B,Let’s Get Physical: Histories and Theories of Fitness (MCM 0903A),missing
STS 0522A,STS,0522A,Perception (PHIL 0990F),https://coursetools.brown.edu/syllabus/STS:0522A:2023-Spring:S01
STS 0702,STS,0702,Invisible Labor in the Making of Science,missing
STS 1000,STS,1000,"Introduction to Science, Technology and Society: Theories and Controversies",https://coursetools.brown.edu/syllabus/STS:1000:2023-Spring:S01
STS 1125,STS,1125,Anthropology of Mental Health (ANTH 1515),https://coursetools.brown.edu/syllabus/STS:1125:2023-Spring:S01
STS 1281,STS,1281,Nature Writing (ENGL 1190U),https://coursetools.brown.edu/syllabus/STS:1281:2023-Spring:S01
STS 1281A,STS,1281A,Writing Science (ENGL 1030C),https://coursetools.brown.edu/syllabus/STS:1281A:2023-Spring:S01
STS 1390P,STS,1390P,Environmental History of East Asia (HIST 1820B),https://coursetools.brown.edu/syllabus/STS:1390P:2023-Spring:S01
STS 1390T,STS,1390T,"Gender, Race, and Medicine in the Americas (HIST 1977I)",https://coursetools.brown.edu/syllabus/STS:1390T:2023-Spring:S01
STS 1390U,STS,1390U,The Environmental History of Latin America (HIST 1382),https://coursetools.brown.edu/syllabus/STS:1390U:2023-Spring:S01
STS 1700A,STS,1700A,Disability and Sexuality: Politics of Desire and Desirability,https://coursetools.brown.edu/syllabus/STS:1700A:2023-Spring:S01
STS 1700B,STS,1700B,"Race, War, and Medicine",missing
STS 1771C,STS,1771C,Animals and Plants in Chinese History (ENVS1916),https://coursetools.brown.edu/syllabus/STS:1771C:2023-Spring:S01
STS 1771D,STS,1771D,Narrating the Anthropocene (ENVS1911),https://coursetools.brown.edu/syllabus/STS:1771D:2023-Spring:S01
STS 1790H,STS,1790H,War and Medicine since the Renaissance (HIST 1977J),https://coursetools.brown.edu/syllabus/STS:1790H:2023-Spring:S01
STS 2000A,STS,2000A,Naturecultures: Speculative Futures in Environmental Justice,missing
STS 2700I,STS,2700I,Data and Society (DATA 2080),https://coursetools.brown.edu/syllabus/STS:2700I:2023-Spring:S01
STS 2700J,STS,2700J,Privacy and Personal Data Protection (CSCI 2002),https://coursetools.brown.edu/syllabus/STS:2700J:2023-Spring:S01
TAPS 0030,TAPS,0030,Introduction to Acting and Directing,missing
TAPS 0100,TAPS,0100,Playwriting I,missing
TAPS 0200,TAPS,0200,Playwriting II,https://coursetools.brown.edu/syllabus/TAPS:0200:2023-Spring:S01
TAPS 0220,TAPS,0220,Persuasive Communication,https://coursetools.brown.edu/syllabus/TAPS:0220:2023-Spring:S01
TAPS 0230,TAPS,0230,Acting,missing
TAPS 0250,TAPS,0250,Introduction to Technical Theatre and Production,https://coursetools.brown.edu/syllabus/TAPS:0250:2023-Spring:S01
TAPS 0320,TAPS,0320,Dance Composition,https://coursetools.brown.edu/syllabus/TAPS:0320:2023-Spring:S01
TAPS 0700,TAPS,0700,"Introduction to Theatre, Dance and Performance",https://coursetools.brown.edu/syllabus/TAPS:0700:2023-Spring:S01
TAPS 0930A,TAPS,0930A,The Actor's Instrument: Voice and Speech,missing
TAPS 1000,TAPS,1000,Intermediate Dance,missing
TAPS 1170,TAPS,1170,Acting Methods for Period Texts,https://coursetools.brown.edu/syllabus/TAPS:1170:2023-Spring:S01
TAPS 1251C,TAPS,1251C,Scenic Properties and the Props Artisan,https://coursetools.brown.edu/syllabus/TAPS:1251C:2023-Spring:S01
TAPS 1280K,TAPS,1280K,Mindfulness and Movement: Interoceptive Expressive Arts,https://coursetools.brown.edu/syllabus/TAPS:1280K:2023-Spring:S01
TAPS 1280W,TAPS,1280W,Native American Indigenous Theatre Performance,https://coursetools.brown.edu/syllabus/TAPS:1280W:2023-Spring:S01
TAPS 1280Y,TAPS,1280Y,Issues in Performance Studies,https://coursetools.brown.edu/syllabus/TAPS:1280Y:2023-Spring:S01
TAPS 1281A,TAPS,1281A,Director/Designer Collaborative Studio,missing
TAPS 1281O,TAPS,1281O,"Acting Outside the Box: Race, Class, Gender and Sexuality in Performance",https://coursetools.brown.edu/syllabus/TAPS:1281O:2023-Spring:S01
TAPS 1281Q,TAPS,1281Q,Introduction to Critical Dance Studies,missing
TAPS 1281X,TAPS,1281X,Costume Design,https://coursetools.brown.edu/syllabus/TAPS:1281X:2023-Spring:S01
TAPS 1340,TAPS,1340,Dance Styles,https://coursetools.brown.edu/syllabus/TAPS:1340:2023-Spring:S01
TAPS 1341,TAPS,1341,Introduction to Ballet,https://coursetools.brown.edu/syllabus/TAPS:1341:2023-Spring:S01
TAPS 1344,TAPS,1344,Advanced Ballet with Repertory,https://coursetools.brown.edu/syllabus/TAPS:1344:2023-Spring:S01
TAPS 1348,TAPS,1348,Contemporary Dance Studio Project,missing
TAPS 1500H,TAPS,1500H,Advanced Playwriting,missing
TAPS 1500P,TAPS,1500P,Asian American Theater Making,missing
TAPS 2001A,TAPS,2001A,"Intertextuality, Interconnectivity: A Performative Sonnet Approach (ARTS 2001).",missing
TAPS 2300,TAPS,2300,Pedagogy Seminar,missing
TAPS 2310,TAPS,2310,Graduate Playwriting,missing
TAPS 2401Q,TAPS,2401Q,Racial Ecologies (HMAN 2401Q),https://coursetools.brown.edu/syllabus/TAPS:2401Q:2023-Spring:S01
TAPS 2555,TAPS,2555,Advanced Acting: Modern and Contemporary Realism,missing
TAPS 2565,TAPS,2565,"Acting Technique II: Strength, Expansion and Articulation",missing
TAPS 2575,TAPS,2575,Theatre History in a Changing Present,missing
TAPS 2585,TAPS,2585,Directing II: Collaborative Communication,https://coursetools.brown.edu/syllabus/TAPS:2585:2023-Spring:S01
TAPS 2755,TAPS,2755,Third Year Practicum: The Actor as Total Theatre Artist,missing
TAPS 2765,TAPS,2765,Professional Development and Performance - Spring,missing
TAPS 2775,TAPS,2775,Directing Seminar,https://coursetools.brown.edu/syllabus/TAPS:2775:2023-Spring:S01
TAPS 2970,TAPS,2970,Comprehensive Examination Preparation,missing
TAPS 2990,TAPS,2990,Thesis Preparation,missing
TKSH 0110,TKSH,0110,Intensive Elementary Turkish Language and Culture,https://coursetools.brown.edu/syllabus/TKSH:0110:2023-Spring:S01
TKSH 0200,TKSH,0200,Introduction to Turkish,https://coursetools.brown.edu/syllabus/TKSH:0200:2023-Spring:S01
TKSH 0400,TKSH,0400,Intermediate Turkish II,https://coursetools.brown.edu/syllabus/TKSH:0400:2023-Spring:S01
UNIV 0123,UNIV,0123,Practical Introduction to Peer Advising,https://coursetools.brown.edu/syllabus/UNIV:0123:2023-Spring:S01
UNIV 0400,UNIV,0400,Beyond Narnia: The Literature of C.S. Lewis,https://coursetools.brown.edu/syllabus/UNIV:0400:2023-Spring:S01
UNIV 1003,UNIV,1003,"Jerusalem: Jews, Christians, Muslims",https://coursetools.brown.edu/syllabus/UNIV:1003:2023-Spring:S01
UNIV 1207,UNIV,1207,Eco-Entrepreneurship,https://coursetools.brown.edu/syllabus/UNIV:1207:2023-Spring:S01
UNIV 1520,UNIV,1520,The Shaping of World Views,https://coursetools.brown.edu/syllabus/UNIV:1520:2023-Spring:S01
UNIV 1801,UNIV,1801,"Brown in Washington, D.C. Practicum",missing
URBN 0215,URBN,0215,Urban Life in the Global South,https://coursetools.brown.edu/syllabus/URBN:0215:2023-Spring:S01
URBN 1000,URBN,1000,Fieldwork in the Urban Community,missing
URBN 1250,URBN,1250,The Political Foundations of the City,missing
URBN 1290,URBN,1290,"Race, Racism, and the Urban Environment",https://coursetools.brown.edu/syllabus/URBN:1290:2023-Spring:S01
URBN 1870Q,URBN,1870Q,Cities in Mind: Modern Urban Thought and Theory,https://coursetools.brown.edu/syllabus/URBN:1870Q:2023-Spring:S01
URBN 1870T,URBN,1870T,Transportation: An Urban Planning Perspective,missing
URBN 1871F,URBN,1871F,"Urban Ecologies: Forms, Flows and Futures",https://coursetools.brown.edu/syllabus/URBN:1871F:2023-Spring:S01
URBN 1871G,URBN,1871G,"Urban Asia: Beyond Tradition, Modernity, and Crisis",https://coursetools.brown.edu/syllabus/URBN:1871G:2023-Spring:S01
URBN 1936,URBN,1936,The Just City (Installment III): Speculative and Animated Futures,https://coursetools.brown.edu/syllabus/URBN:1936:2023-Spring:S01
URBN 1943,URBN,1943,The Real Estate Development Process: An Entrepreneurial Lens,missing
URBN XLIST,URBN,XLIST,Courses of Interest to Concentrators in Urban Studies,https://coursetools.brown.edu/syllabus/URBN:XLIST:2023-Spring:S01
VIET 0200,VIET,0200,Beginning Vietnamese,missing
VIET 0400,VIET,0400,Intermediate Vietnamese,missing
VISA 0100,VISA,0100,Studio Foundation,https://coursetools.brown.edu/syllabus/VISA:0100:2023-Spring:S01
VISA 0120,VISA,0120,Foundation Media,https://coursetools.brown.edu/syllabus/VISA:0120:2023-Spring:S01
VISA 0130,VISA,0130,Sculpture Foundation,https://coursetools.brown.edu/syllabus/VISA:0130:2023-Spring:S01
VISA 0140,VISA,0140,Photography Foundation,missing
VISA 0150,VISA,0150,Digital 2D Foundation,https://coursetools.brown.edu/syllabus/VISA:0150:2023-Spring:S01
VISA 0160,VISA,0160,Foundation Painting,https://coursetools.brown.edu/syllabus/VISA:0160:2023-Spring:S01
VISA 1110,VISA,1110,Drawing,https://coursetools.brown.edu/syllabus/VISA:1110:2023-Spring:S01
VISA 1210D,VISA,1210D,Lithography I & II,https://coursetools.brown.edu/syllabus/VISA:1210D:2023-Spring:S01
VISA 1250,VISA,1250,Art of the Book,https://coursetools.brown.edu/syllabus/VISA:1250:2023-Spring:S01
VISA 1310,VISA,1310,Painting I,https://coursetools.brown.edu/syllabus/VISA:1310:2023-Spring:S01
VISA 1340,VISA,1340,Accessorizing Painting: The Exalted Surface,https://coursetools.brown.edu/syllabus/VISA:1340:2023-Spring:S01
VISA 1350,VISA,1350,Art Fluids Engineering (ENGN 1350),missing
VISA 1420,VISA,1420,Sculpture II: Conceptual Propositions,https://coursetools.brown.edu/syllabus/VISA:1420:2023-Spring:S01
VISA 1510,VISA,1510,Black and White Photography,https://coursetools.brown.edu/syllabus/VISA:1510:2023-Spring:S01
VISA 1530,VISA,1530,Digital Photo Bookbinding,https://coursetools.brown.edu/syllabus/VISA:1530:2023-Spring:S01
VISA 1600,VISA,1600,Social Practice: Art in Everyday Life,missing
VISA 1800P,VISA,1800P,Art/Work: Professional Practice for Visual Artists,missing
YORU 0200,YORU,0200,Introduction to Yoruba II,missing
YORU 0400,YORU,0400,Intermediate Yoruba II,missing
